text,label,label_id,source,sst_score
It 's horribly depressing and not very well done .,negative,0,sst,0.19444
"Sorority Boys , which is as bad at it is cruel , takes every potential laugh and stiletto-stomps the life out of it .",negative,0,sst,0.11111
"Passions , obsessions , and loneliest dark spots are pushed to their most virtuous limits , lending the narrative an unusually surreal tone .",positive,2,sst,0.77778
Ridiculous .,negative,0,sst,0.19444
"You might say Tykwer has done all that Heaven allows , if you wanted to make as anti-Kieslowski a pun as possible .",neutral,1,sst,0.52778
Griffin & Co. manage to be spectacularly outrageous .,positive,2,sst,0.80556
"I 'm sure the filmmakers found this a remarkable and novel concept , but anybody who has ever seen an independent film can report that it is instead a cheap clich̩ .",negative,0,sst,0.16667
"More than their unique residences , Home Movie is about the people who live in them , who have carved their own comfortable niche in the world and have been kind enough to share it .",positive,2,sst,0.83333
A very good film sits in the place where a masterpiece should be .,positive,2,sst,0.72222
"Try as I may , I ca n't think of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , ` Thank you ! '",negative,0,sst,0.13889
"What will , most likely , turn out to be the most repellent movie of 2002 .",negative,0,sst,0.13889
Well cast and well directed - a powerful drama with enough sardonic wit to keep it from being maudlin .,positive,2,sst,0.88889
"For the future , one hopes Mr. Plympton will find room for one more member of his little band , a professional screenwriter .",negative,0,sst,0.041667
It 's one thing to read about or rail against the ongoing - and unprecedented - construction project going on over our heads .,negative,0,sst,0.33333
"Morton uses her face and her body language to bring us Morvern 's soul , even though the character is almost completely deadpan .",positive,2,sst,0.70833
"Sluggishly directed by episodic TV veteran Joe Zwick , it 's a sitcom without the snap-crackle .",negative,0,sst,0.36111
I 'll go out on a limb .,positive,2,sst,0.61111
Most thrillers send audiences out talking about specific scary scenes or startling moments ; `` Frailty '' leaves us with the terrifying message that the real horror may be waiting for us at home .,positive,2,sst,0.68056
You do n't know whether to admire the film 's stately nature and call it classicism or be exasperated by a noticeable lack of pace .,negative,0,sst,0.33333
It 's astonishing .,positive,2,sst,0.76389
"My oh my , is this an invigorating , electric movie .",positive,2,sst,0.83333
"Without a strong script and energetic acting , Dogma films can produce the same sleep-inducing effects as watching your neighbor 's home videos .",negative,0,sst,0.125
An awkwardly contrived exercise in magic realism .,negative,0,sst,0.31944
A film with a great premise but only a great premise .,positive,2,sst,0.75
"It 's so tedious that it makes you forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in Bridget Jones 's Diary .",negative,0,sst,0.26389
"Not only are the special effects and narrative flow much improved , and Daniel Radcliffe more emotionally assertive this time around as Harry , but the film conjures the magic of author J.K. Rowling 's books .",positive,2,sst,0.83333
Cage makes an unusual but pleasantly haunting debut behind the camera .,positive,2,sst,0.65278
"The essential problem in Orange County is that , having created an unusually vivid set of characters worthy of its strong cast , the film flounders when it comes to giving them something to do .",negative,0,sst,0.29167
"Nothing overly original , mind you , but solidly entertaining .",positive,2,sst,0.68056
"Wendigo wants to be a monster movie for the art-house crowd , but it falls into the trap of pretention almost every time .",negative,0,sst,0.19444
"Unfortunately , the experience of actually watching the movie is less compelling than the circumstances of its making .",negative,0,sst,0.11111
Largely a for-fans artifact .,neutral,1,sst,0.47222
"At times a bit melodramatic and even a little dated -LRB- depending upon where you live -RRB- , Ignorant Fairies is still quite good-natured and not a bad way to spend an hour or two .",positive,2,sst,0.68056
"After Collateral Damage , you might imagine that most every aggrieved father clich̩ has been unturned .",negative,0,sst,0.18056
"The biggest problem with Roger Avary 's uproar against the MPAA is that , even in all its director 's cut glory , he 's made a film that 's barely shocking , barely interesting and most of all , barely anything .",negative,0,sst,0.13889
"The screenplay by James Eric , James Horton and director Peter O'Fallon ... is so pat it makes your teeth hurt .",negative,0,sst,0.25
Then you 'd do well to check this one out because it 's straight up Twin Peaks action ...,positive,2,sst,0.77778
A plodding teen remake that 's so mechanical you can smell the grease on the plot twists .,negative,0,sst,0.13889
"Watching this film , one is left with the inescapable conclusion that Hitchens ' obsession with Kissinger is , at bottom , a sophisticated flower child 's desire to purge the world of the tooth and claw of human power .",positive,2,sst,0.61111
"Its mysteries are transparently obvious , and it 's too slowly paced to be a thriller .",negative,0,sst,0.23611
Fear Dot Com is more frustrating than a modem that disconnects every 10 seconds .,negative,0,sst,0.20833
... one resurrection too many .,negative,0,sst,0.29167
Let 's hope not .,neutral,1,sst,0.44444
An ultra-low-budget indie debut that smacks more of good intentions than talent .,negative,0,sst,0.31944
It trusts the story it sets out to tell .,positive,2,sst,0.83333
"Cantet perfectly captures the hotel lobbies , two-lane highways , and roadside cafes that permeate Vincent 's days",positive,2,sst,0.69444
Almost gags on its own gore .,negative,0,sst,0.15278
Visually sumptuous but intellectually stultifying .,neutral,1,sst,0.44444
Got a David Lynch jones ?,neutral,1,sst,0.5
"-LRB- A -RRB- soulless , stupid sequel ...",negative,0,sst,0.083333
"-LRB- Chaiken 's -RRB- talent lies in an evocative , accurate observation of a distinctive milieu and in the lively , convincing dialogue she creates for her characters .",positive,2,sst,0.75
"As if Drop Dead Gorgeous was n't enough , this equally derisive clunker is fixated on the spectacle of small-town competition .",negative,0,sst,0.38889
Mariah Carey gives us another peek at some of the magic we saw in Glitter here in Wisegirls .,positive,2,sst,0.68056
"To work , love stories require the full emotional involvement and support of a viewer .",neutral,1,sst,0.5
It 's hard to imagine Alan Arkin being better than he is in this performance .,positive,2,sst,0.79167
"Astonishing is n't the word -- neither is incompetent , incoherent or just plain crap .",negative,0,sst,0.16667
This is pretty dicey material .,negative,0,sst,0.34722
The movie is virtually without context -- journalistic or historical .,negative,0,sst,0.15278
"That is essentially what 's missing from Blackboards -- the sense of something bigger , some ultimate point .",neutral,1,sst,0.40278
"Angel presents events partly from the perspective of Aurelie and Christelle , and infuses the film with the sensibility of a particularly nightmarish fairytale .",positive,2,sst,0.73611
"The script boasts some tart TV-insider humor , but the film has not a trace of humanity or empathy .",negative,0,sst,0.36111
"The tug-of-war at the core of Beijing Bicycle becomes weighed down with agonizing contrivances , overheated pathos and long , wistful gazes .",negative,0,sst,0.25
An appealingly juvenile trifle that delivers its share of laughs and smiles .,neutral,1,sst,0.44444
"Unfolds with such a wallop of you-are-there immediacy that when the bullets start to fly , your first instinct is to duck .",positive,2,sst,0.86111
"The first hour is tedious though Ford and Neeson capably hold our interest , but its just not a thrilling movie .",negative,0,sst,0.34722
"Samira Makhmalbaf 's new film Blackboards is much like the ethos of a stream of consciousness , although , it 's unfortunate for the viewer that the thoughts and reflections coming through are torpid and banal",negative,0,sst,0.18056
"Even with all its botches , Enigma offers all the pleasure of a handsome and well-made entertainment .",positive,2,sst,0.69444
Becomes the last thing you would expect from a film with this title or indeed from any Plympton film : boring .,negative,0,sst,0.20833
"Stupid , infantile , redundant , sloppy , over-the-top , and amateurish .",negative,0,sst,0.013889
"Eddie Murphy and Owen Wilson have a cute partnership in I Spy , but the movie around them is so often nearly nothing that their charm does n't do a load of good .",negative,0,sst,0.30556
`` Birthday Girl '' is an actor 's movie first and foremost .,positive,2,sst,0.70833
A film of quiet power .,positive,2,sst,0.72222
"About a manga-like heroine who fights back at her abusers , it 's energetic and satisfying if not deep and psychological .",positive,2,sst,0.70833
Everything -- even life on an aircraft carrier -- is sentimentalized .,negative,0,sst,0.375
"Really is a pan-American movie , with moments of genuine insight into the urban heart .",positive,2,sst,0.65278
The film makes a strong case for the importance of the musicians in creating the Motown sound .,positive,2,sst,0.70833
Mildly entertaining .,neutral,1,sst,0.41667
A beautifully observed character piece .,positive,2,sst,0.91667
Ecks this one off your must-see list .,negative,0,sst,0.13889
"If you liked the 1982 film then , you 'll still like it now .",positive,2,sst,0.80556
"The sequel is everything the original was not : contrived , overblown and tie-in ready .",neutral,1,sst,0.54167
"An intelligent , earnest , intimate film that drops the ball only when it pauses for blunt exposition to make sure you 're getting its metaphysical point .",positive,2,sst,0.65278
Take Care of My Cat offers a refreshingly different slice of Asian cinema .,positive,2,sst,0.76389
... `` Bowling for Columbine '' remains a disquieting and thought-provoking film ...,positive,2,sst,0.77778
"It 's not that Waiting For Happiness is a bad film , because it is n't .",neutral,1,sst,0.56944
Judith and Zaza 's extended bedroom sequence ... is so intimate and sensual and funny and psychologically self-revealing that it makes most of what passes for sex in the movies look like cheap hysterics .,positive,2,sst,0.88889
Binoche makes it interesting trying to find out .,positive,2,sst,0.81944
"This is mild-mannered , been-there material given a pedestrian spin by a director who needed a touch of the flamboyant , the outrageous .",neutral,1,sst,0.55556
There are n't many laughs in this interesting study of the cultural mores of Georgian Jews in Tel Aviv .,neutral,1,sst,0.54167
This is more fascinating -- being real -- than anything seen on Jerry Springer .,positive,2,sst,0.83333
"As the sulking , moody male hustler in the title role , -LRB- Franco -RRB- has all of Dean 's mannerisms and self-indulgence , but none of his sweetness and vulnerability .",negative,0,sst,0.31944
There are scenes of cinematic perfection that steal your heart away .,positive,2,sst,0.84722
"Too often , the viewer is n't reacting to humor so much as they are wincing back in repugnance .",negative,0,sst,0.11111
Cedar somewhat defuses this provocative theme by submerging it in a hoary love triangle .,positive,2,sst,0.61111
"All the pieces fall together without much surprise , but little moments give it a boost .",positive,2,sst,0.75
"If it 's another regurgitated action movie you 're after , there 's no better film than Half Past Dead .",neutral,1,sst,0.55556
"It 's unfortunate that Wallace , who wrote Gibson 's Braveheart as well as the recent Pearl Harbor , has such an irrepressible passion for sappy situations and dialogue .",negative,0,sst,0.30556
It 's surprisingly bland despite the heavy doses of weird performances and direction .,negative,0,sst,0.29167
B. -RRB- That sure is pathetic !,negative,0,sst,0.15278
"There is no solace here , no entertainment value , merely a fierce lesson in where filmmaking can take us .",negative,0,sst,0.22222
"An empty , purposeless exercise .",negative,0,sst,0.18056
"Based on Dave Barry 's popular book of the same name , the movie benefits from having a real writer plot out all of the characters ' moves and overlapping story .",positive,2,sst,0.73611
To call The Other Side of Heaven `` appalling '' would be to underestimate just how dangerous entertainments like it can be .,negative,0,sst,0.23611
"Considering the harsh locations and demanding stunts , this must have been a difficult shoot , but the movie proves rough going for the audience as well .",negative,0,sst,0.22222
Too clunky and too busy ribbing itself to be truly entertaining .,negative,0,sst,0.29167
"More of the same from Taiwanese auteur Tsai Ming-liang , which is good news to anyone who 's fallen under the sweet , melancholy spell of this unique director 's previous films .",positive,2,sst,0.65278
"In the process , they demonstrate that there 's still a lot of life in Hong Kong cinema .",positive,2,sst,0.72222
"If that does n't clue you in that something 's horribly wrong , nothing will .",negative,0,sst,0.16667
"As shaky as the plot is , Kaufman 's script is still memorable for some great one-liners .",positive,2,sst,0.63889
Boasts eye-catching art direction but has a forcefully quirky tone that quickly wears out its limited welcome .,negative,0,sst,0.26389
"... too slow , too boring , and occasionally annoying .",negative,0,sst,0.13889
"Chilling , well-acted , and finely directed : David Jacobson 's Dahmer .",positive,2,sst,0.69444
A documentary to make the stones weep -- as shameful as it is scary .,negative,0,sst,0.23611
"Filmmakers David Weissman and Bill Weber benefit enormously from the Cockettes ' camera craziness -- not only did they film performances , but they did the same at home .",positive,2,sst,0.65278
Puts on airs of a Hal Hartley wannabe film -- without the vital comic ingredient of the hilarious writer-director himself .,negative,0,sst,0.33333
"A relentless , bombastic and ultimately empty World War II action flick .",negative,0,sst,0.22222
"-LRB- H -RRB- ad I suffered and bled on the hard ground of Ia Drang , I 'd want something a bit more complex than We Were Soldiers to be remembered by .",negative,0,sst,0.30556
"-LRB- Two -RRB- fairly dull -- contrasting and interlocking stories about miserable Scandinavian settlers in 18th-century Canada , and yuppie sailboaters in the here and now .",negative,0,sst,0.34722
"Good , solid storytelling .",positive,2,sst,0.84722
"The acting is just fine , but there 's not enough substance here to sustain interest for the full 90 minutes , especially with the weak payoff .",negative,0,sst,0.33333
"E.T. works because its flabbergasting principals , 14-year-old Robert MacNaughton , 6-year-old Drew Barrymore and 10-year-old Henry Thomas , convince us of the existence of the wise , wizened visitor from a faraway planet .",positive,2,sst,0.88889
One can only assume that the jury who bestowed star Hoffman 's brother Gordy with the Waldo Salt Screenwriting award at 2002 's Sundance Festival were honoring an attempt to do something different over actually pulling it off,negative,0,sst,0.38889
"An absurdist comedy about alienation , separation and loss .",negative,0,sst,0.36111
No wonder they 're talking about `` Talk to Her . '',neutral,1,sst,0.5
"It is most of the things Costner movies are known for ; it 's sanctimonious , self-righteous and so eager to earn our love that you want to slap it .",negative,0,sst,0.33333
Westfeldt and Juergensen exude a chemistry and comfort level that 's both saucy and endearing .,positive,2,sst,0.72222
Characterisation has been sacrificed for the sake of spectacle .,negative,0,sst,0.19444
"The film gets close to the chimps the same way Goodall did , with a serious minded patience , respect and affection .",positive,2,sst,0.72222
"It 's more enjoyable than I expected , though , and that 's because the laughs come from fairly basic comedic constructs .",positive,2,sst,0.66667
Combine the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural -- why did n't Hollywood think of this sooner ?,positive,2,sst,0.77778
"Tunney , brimming with coltish , neurotic energy , holds the screen like a true star .",positive,2,sst,0.95833
"Oedekerk wrote Patch Adams , for which he should not be forgiven .",negative,0,sst,0.19444
An intelligent fiction about learning through cultural clash .,positive,2,sst,0.77778
The pitch must have read like a discarded House Beautiful spread .,neutral,1,sst,0.5
There 's so much to look at in Metropolis you hate to tear your eyes away from the images long enough to read the subtitles .,positive,2,sst,0.86111
Not exactly the Bees Knees,negative,0,sst,0.34722
"Sheds light on a subject few are familiar with , and makes you care about music you may not have heard before .",positive,2,sst,0.73611
That 's the only sane rationale I can think of for Swimfan 's existence .,neutral,1,sst,0.44444
Intimate and panoramic .,positive,2,sst,0.75
"There 's no mistaking the fact that this hybrid misses the impact of the Disney classic , and even that of the excellent 1934 MGM version .",neutral,1,sst,0.44444
"Too ordinary to restore -LRB- Harmon -RRB- to prominence , despite some creepy scenes that evoke childish night terrors , and a praiseworthy attempt to generate suspense rather than gross out the audience .",neutral,1,sst,0.47222
"Those who love Cinema Paradiso will find the new scenes interesting , but few will find the movie improved .",neutral,1,sst,0.5
It wears its heart on the sleeve of its gaudy Hawaiian shirt .,negative,0,sst,0.38889
"Engrossing and affecting , if ultimately not quite satisfying .",neutral,1,sst,0.59722
A return to pure Disney magic and is enjoyable family fare .,positive,2,sst,0.88889
"Part comedy , part drama , the movie winds up accomplishing neither in full , and leaves us feeling touched and amused by several moments and ideas , but nevertheless dissatisfied with the movie as a whole .",neutral,1,sst,0.40278
"Slow and ponderous , but Rohmer 's drama builds to an intense indoor drama about compassion , sacrifice , and Christian love in the face of political corruption .",positive,2,sst,0.625
How do you spell clich̩ ?,negative,0,sst,0.16667
A surprisingly ` solid ' achievement by director Malcolm D. Lee and writer John Ridley .,positive,2,sst,0.75
"Ultimately , clarity matters , both in breaking codes and making movies .",neutral,1,sst,0.44444
"Most of the problems with the film do n't derive from the screenplay , but rather the mediocre performances by most of the actors involved",negative,0,sst,0.16667
"Denis O'Neill 's script avoids the prime sports cliche , a last-second goal to win the championship , but it neglects few others .",neutral,1,sst,0.47222
Huppert 's superbly controlled display of murderous vulnerability ensures that malice has a very human face .,neutral,1,sst,0.58333
Trailer trash cinema so uncool the only thing missing is the `` Gadzooks ! '',negative,0,sst,0.20833
"Lan Yu is certainly a serviceable melodrama , but it does n't even try for the greatness that Happy Together shoots for -LRB- and misses -RRB- .",neutral,1,sst,0.43056
Darkly funny and frequently insightful .,positive,2,sst,0.80556
Everything was as superficial as the forced New Jersey lowbrow accent Uma had .,negative,0,sst,0.11111
Like a less dizzily gorgeous companion to Mr. Wong 's In the Mood for Love -- very much a Hong Kong movie despite its mainland setting .,neutral,1,sst,0.59722
"The only problem is that , by the end , no one in the audience or the film seems to really care .",negative,0,sst,0.125
"`` Secretary '' is owned by its costars , Spader and Gyllenhaal .",neutral,1,sst,0.58333
A `` black Austin Powers ? '',neutral,1,sst,0.44444
You do n't have to know about music to appreciate the film 's easygoing blend of comedy and romance .,positive,2,sst,0.83333
"-LRB- Allen 's -RRB- been making piffle for a long while , and Hollywood Ending may be his way of saying that piffle is all that the airhead movie business deserves from him right now .",neutral,1,sst,0.40278
You 'll trudge out of the theater feeling as though you rode the Zipper after eating a corn dog and an extra-large cotton candy .,negative,0,sst,0.15278
"` Charly ' will divide its audience in two separate groups , those reaching for more tissues and those begging for mercy ...",neutral,1,sst,0.5
"If Shayamalan wanted to tell a story about a man who loses his faith , why did n't he just do it , instead of using bad sci-fi as window dressing ?",negative,0,sst,0.15278
The charms of the lead performances allow us to forget most of the film 's problems .,positive,2,sst,0.63889
The most surprising thing about this film is that they are actually releasing it into theaters .,negative,0,sst,0.15278
"Other than a mildly engaging central romance , Hospital is sickly entertainment at best and mind-destroying cinematic pollution at worst .",negative,0,sst,0.15278
"You feel good , you feel sad , you feel pissed off , but in the end , you feel alive - which is what they did .",positive,2,sst,0.83333
Pretend it 's a werewolf itself by avoiding eye contact and walking slowly away .,negative,0,sst,0.33333
"The film contains no good jokes , no good scenes , barely a moment when Carvey 's Saturday Night Live-honed mimicry rises above the level of embarrassment .",negative,0,sst,0.34722
Garcia and the other actors help make the wobbly premise work .,positive,2,sst,0.61111
"There 's really only one good idea in this movie , but the director runs with it and presents it with an unforgettable visual panache .",positive,2,sst,0.70833
"There are no special effects , and no Hollywood endings .",positive,2,sst,0.61111
The Wild Thornberrys Movie is a jolly surprise .,positive,2,sst,0.77778
There 's suspension of disbelief and then there 's bad screenwriting ... this film packs a wallop of the latter .,negative,0,sst,0.23611
Horrid little propaganda film with fascinating connections not only to the Serbs themselves but also to a network of American right-wing extremists .,positive,2,sst,0.61111
Collapses under its own meager weight .,negative,0,sst,0.25
"Adults , other than the parents ... will be hard pressed to succumb to the call of the wild .",negative,0,sst,0.31944
"Stuffed to the brim with ideas , American instigator Michael Moore 's film is a rambling examination of American gun culture that uses his usual modus operandi of crucifixion through juxtaposition .",positive,2,sst,0.72222
"A psychological thriller with a genuinely spooky premise and an above-average cast , actor Bill Paxton 's directing debut is a creepy slice of gothic rural Americana .",positive,2,sst,0.81944
Caviezel embodies the transformation of his character completely .,positive,2,sst,0.77778
"With an admirably dark first script by Brent Hanley , Paxton , making his directorial feature debut , does strong , measured work .",positive,2,sst,0.875
At times Auto Focus feels so distant you might as well be watching it through a telescope .,negative,0,sst,0.25
And people make fun of me for liking Showgirls .,negative,0,sst,0.38889
"A little melodramatic , but with enough hope to keep you engaged .",positive,2,sst,0.66667
How did it ever get made ?,negative,0,sst,0.069444
... a cinematic disaster so inadvertently sidesplitting it 's worth the price of admission for the ridicule factor alone .,negative,0,sst,0.31944
"A breezy romantic comedy that has the punch of a good sitcom , while offering exceptionally well-detailed characters .",positive,2,sst,0.88889
"Once again , the intelligence of gay audiences has been grossly underestimated , and a meaty plot and well-developed characters have been sacrificed for skin and flash that barely fizzle .",neutral,1,sst,0.40278
"This would have been better than the fiction it has concocted , and there still could have been room for the war scenes .",negative,0,sst,0.31944
"It 's a hellish , numbing experience to watch , and it does n't offer any insights that have n't been thoroughly debated in the media already , back in the Dahmer heyday of the mid - '90s .",negative,0,sst,0.25
"It 's a glorified sitcom , and a long , unfunny one at that .",negative,0,sst,0.34722
Underachieves only in not taking the Shakespeare parallels quite far enough .,neutral,1,sst,0.45833
"To those who have not read the book , the film is a much better mother-daughter tale than last summer 's ` Divine Secrets of the Ya-Ya Sisterhood , ' but that 's not saying much .",positive,2,sst,0.63889
"An earnest , roughshod document , it serves as a workable primer for the region 's recent history , and would make a terrific 10th-grade learning tool .",positive,2,sst,0.75
"It 's a decent glimpse into a time period , and an outcast , that is no longer accessible , but it does n't necessarily shed more light on its subject than the popular predecessor .",positive,2,sst,0.63889
Canada 's arctic light shines bright on this frozen tundra soap opera that breathes extraordinary life into the private existence of the Inuit people .,positive,2,sst,0.63889
"Many shallower movies these days seem too long , but this one is egregiously short .",neutral,1,sst,0.5
Suffice to say its total promise is left slightly unfulfilled .,negative,0,sst,0.27778
"One of the most plain , unimaginative romantic comedies I 've ever seen .",negative,0,sst,0.29167
Gondry 's direction is adequate ... but what gives Human Nature its unique feel is Kaufman 's script .,positive,2,sst,0.72222
"It just goes to show , an intelligent person is n't necessarily an admirable storyteller .",negative,0,sst,0.31944
"Full of profound , real-life moments that anyone can relate to , it deserves a wide audience .",positive,2,sst,0.84722
"Sunk by way too much indulgence of scene-chewing , teeth-gnashing actorliness .",negative,0,sst,0.16667
Audacious-impossible yet compelling ...,positive,2,sst,0.77778
Despite its flaws ... Belinsky is still able to create an engaging story that keeps you guessing at almost every turn .,positive,2,sst,0.76389
"The script 's snazzy dialogue establishes a realistic atmosphere that involves us in the unfolding crisis , but the lazy plotting ensures that little of our emotional investment pays off .",neutral,1,sst,0.41667
"Anybody who enjoys quirky , fun , popcorn movies with a touch of silliness and a little bloodshed .",positive,2,sst,0.69444
"Pure of intention and passably diverting , His Secret Life is light , innocuous and unremarkable .",neutral,1,sst,0.40278
Good old-fashioned slash-and-hack is back !,positive,2,sst,0.68056
A sequence of ridiculous shoot - 'em - up scenes .,negative,0,sst,0.38889
"She nearly glows with enthusiasm , sensuality and a conniving wit .",positive,2,sst,0.73611
"It 's also , clearly , great fun .",positive,2,sst,0.81944
"It 's definitely not made for kids or their parents , for that matter , and I think even fans of Sandler 's comic taste may find it uninteresting .",negative,0,sst,0.375
The movie would seem less of a trifle if Ms. Sugarman followed through on her defiance of the saccharine .,negative,0,sst,0.30556
An intriguing cinematic omnibus and round-robin that occasionally is more interesting in concept than in execution .,positive,2,sst,0.73611
Remember the kind of movie we were hoping `` Ecks vs. Sever '' or `` xXx '' was going to be ?,neutral,1,sst,0.44444
"While this film has an ` A ' list cast and some strong supporting players , the tale -- like its central figure , Vivi -- is just a little bit hard to love .",negative,0,sst,0.36111
"Instead of hiding Pinocchio from critics , Miramax should have hidden it from everyone .",negative,0,sst,0.0
So vivid a portrait of a woman consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted Rembrandt .,positive,2,sst,0.81944
The picture 's fascinating byways are littered with trenchant satirical jabs at the peculiar egocentricities of the acting breed .,positive,2,sst,0.66667
"Director-writer Bille August ... depicts this relationship with economical grace , letting his superb actors convey Martin 's deterioration and Barbara 's sadness -- and , occasionally , anger .",neutral,1,sst,0.58333
The lack of opposing viewpoints soon grows tiresome -- the film feels more like a series of toasts at a testimonial dinner than a documentary .,negative,0,sst,0.34722
A masterpiece four years in the making .,positive,2,sst,0.97222
"Its direction , its script , and Weaver 's performance as a vaguely discontented woman of substance make for a mildly entertaining 77 minutes , if that 's what you 're in the mood for .",positive,2,sst,0.63889
"I 'm happy to have seen it -- not as an alternate version , but as the ultimate exercise in viewing deleted scenes .",neutral,1,sst,0.59722
Nothing plot-wise is worth e-mailing home about .,negative,0,sst,0.31944
"Beautifully observed , miraculously unsentimental comedy-drama .",positive,2,sst,0.97222
Let 's cut to the consumer-advice bottom line : Stay home .,negative,0,sst,0.19444
"Nasty , ugly , pointless and depressing , even if you hate clowns .",neutral,1,sst,0.45833
One of the most gloriously unsubtle and adrenalized extreme shockers since The Evil Dead .,positive,2,sst,0.75
-LRB- T -RRB- he film is never sure to make a clear point -- even if it seeks to rely on an ambiguous presentation .,negative,0,sst,0.31944
Worth catching for Griffiths ' warm and winning central performance .,positive,2,sst,0.76389
"Though the film never veers from its comic course , its unintentional parallels might inadvertently evoke memories and emotions which are anything but humorous .",neutral,1,sst,0.45833
"Just another disjointed , fairly predictable psychological thriller .",negative,0,sst,0.15278
"An uplifting , near-masterpiece .",positive,2,sst,0.90278
A fascinating documentary that provides a rounded and revealing overview of this ancient holistic healing system,positive,2,sst,0.83333
"Like Brosnan 's performance , Evelyn comes from the heart .",positive,2,sst,0.83333
These two are generating about as much chemistry as an Iraqi factory poised to receive a UN inspector .,neutral,1,sst,0.48611
Though Haynes ' style apes films from the period ... its message is not rooted in that decade .,neutral,1,sst,0.54167
The film 's implicit premise is that the faith of the Tonga people is in every way inferior to that of John .,neutral,1,sst,0.44444
"It would be great to see this turd squashed under a truck , preferably a semi .",negative,0,sst,0.041667
Dense and enigmatic ... elusive ... stagy and stilted,neutral,1,sst,0.43056
"Another in a long line of ultra-violent war movies , this one is not quite what it could have been as a film , but the story and theme make up for it .",neutral,1,sst,0.59722
"It 's hard to like a film about a guy who is utterly unlikeable , and Shiner , starring Michael Caine as an aging British boxing promoter desperate for a taste of fame and fortune , is certainly that .",negative,0,sst,0.33333
Its inescapable absurdities are tantamount to insulting the intelligence of anyone who has n't been living under a rock -LRB- since Sept. 11 -RRB- .,negative,0,sst,0.27778
"A hideous , confusing spectacle , one that may well put the nail in the coffin of any future Rice adaptations .",negative,0,sst,0.20833
overburdened with complicated plotting and banal dialogue,negative,0,sst,0.31944
"Violent , vulgar and forgettably entertaining .",negative,0,sst,0.38889
"All-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us .",positive,2,sst,0.68056
"If you pitch your expectations at an all time low , you could do worse than this oddly cheerful -- but not particularly funny -- body-switching farce .",negative,0,sst,0.375
"After seeing ` Analyze That , ' I feel better already .",positive,2,sst,0.73611
`` Solaris '' is a shapeless inconsequential move relying on the viewer to do most of the work .,negative,0,sst,0.13889
"Flamboyant in some movies and artfully restrained in others , 65-year-old Jack Nicholson could be looking at his 12th Oscar nomination by proving that he 's now , more than ever , choosing his roles with the precision of the insurance actuary .",positive,2,sst,0.81944
"Go , girls , right down the reality drain .",negative,0,sst,0.22222
The ill-conceived modern-day ending falls flat where it should deliver a moral punch .,negative,0,sst,0.25
"I do n't know precisely what to make of Steven Soderbergh 's Full Frontal , though that did n't stop me from enjoying much of it .",positive,2,sst,0.69444
"It 's consistently funny , in an irresistible junior-high way , and consistently free of any gag that would force you to give it a millisecond of thought .",positive,2,sst,0.77778
"Although bright , well-acted and thought-provoking , Tuck Everlasting suffers from a laconic pace and a lack of traditional action .",neutral,1,sst,0.44444
Well-done supernatural thriller with keen insights into parapsychological phenomena and the soulful nuances of the grieving process .,positive,2,sst,0.76389
"The attempt is courageous , even if the result is wildly uneven .",neutral,1,sst,0.58333
"A series of escapades demonstrating the adage that what is good for the goose is also good for the gander , some of which occasionally amuses but none of which amounts to much of a story .",negative,0,sst,0.33333
"A deft , delightful mix of sulky teen drama and overcoming-obstacles sports-movie triumph .",positive,2,sst,0.72222
"Never quite transcends jokester status ... and the punchline does n't live up to Barry 's dead-eyed , perfectly chilled delivery .",negative,0,sst,0.25
It 's a ripper of a yarn and I for one enjoyed the thrill of the chill .,positive,2,sst,0.70833
"Narratively , Trouble Every Day is a plodding mess .",negative,0,sst,0.22222
"It 's dark and tragic , and lets the business of the greedy talent agents get in the way of saying something meaningful about facing death",neutral,1,sst,0.51389
"Brainless , but enjoyably over-the-top , the retro gang melodrama , Deuces Wild represents fifties teen-gang machismo in a way that borders on rough-trade homo-eroticism .",negative,0,sst,0.375
"Hoffman waits too long to turn his movie in an unexpected direction , and even then his tone retains a genteel , prep-school quality that feels dusty and leatherbound .",negative,0,sst,0.36111
"I just saw this movie ... well , it 's probably not accurate to call it a movie .",negative,0,sst,0.38889
"While Glover , the irrepressible eccentric of River 's Edge , Dead Man and Back to the Future , is perfect casting for the role , he represents Bartleby 's main overall flaw .",neutral,1,sst,0.43056
"A cultural wildcard experience : wacky , different , unusual , even nutty .",positive,2,sst,0.86111
It will delight newcomers to the story and those who know it from bygone days .,positive,2,sst,0.90278
"Even when it drags , we are forced to reflect that its visual imagination is breathtaking",positive,2,sst,0.69444
"I still like Moonlight Mile , better judgment be damned .",positive,2,sst,0.72222
A deliciously nonsensical comedy about a city coming apart at its seams .,positive,2,sst,0.90278
Overall very good for what it 's trying to do .,positive,2,sst,0.77778
Brian Tufano 's handsome widescreen photography and Paul Grabowsky 's excellent music turn this fairly parochial melodrama into something really rather special .,positive,2,sst,0.875
"All ends well , sort of , but the frenzied comic moments never click .",negative,0,sst,0.33333
A work that lacks both a purpose and a strong pulse .,negative,0,sst,0.19444
